geometry	platform_type	platform	campaign_id	date_time_start	date_time_end	parameter_list	parameter_dict	device_list	registry_uri_list	data_url	platform_photo_url
POINT(10.152000, 54.332417)	Marina	Badesteg Reventlou	MA-REVENTLOU-C1	2024-08-26T00:00:00+00:00	["Water temperature (°C)", "Water level (m)"]		{"Water temperature": {"unit": "°C"}, "Water level": {"unit": "m"}}	["T-WL-BOX"]	["https://registry.o2a-data.de/items/12163"]	https://www.soop-platform.earth/marinas/	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/marinas/Badesteg%20Reventlou.png
POINT(10.981889, 54.376556)	Marina	Marina Heiligenhafen	MA-HEILIGENHA-C1	2025-04-09T00:00:00+00:00	["Water temperature (°C)", "Water level (m)"]		{"Water temperature": {"unit": "°C"}, "Water level": {"unit": "m"}}	["T-WL-BOX"]	["https://registry.o2a-data.de/items/12903"]	https://www.soop-platform.earth/marinas/	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/marinas/Marina%20Heiligenhafen.png
										
										
										
										
										
										
										
										
