geometry	platform_type	platform	campaign_id	campaign_name	date_time_start	date_time_end	parameter_list	device_list	registry_uri_list	data_url	image_url
LINESTRING(16.366400 56.660967, 16.366633 56.660883, 16.440167 56.711683, 16.510483 56.774800, 16.552267 56.845867, 16.585317 56.914317, 16.631500 56.975533, 16.680917 57.037967, 16.685963 57.104110, 16.616333 57.178517, 16.508300 57.252183, 16.455750 57.267017, 16.496038 57.269387, 16.614467 57.289483, 16.792150 57.301800, 16.787442 57.352223, 16.807810 57.389990, 16.830450 57.441567, 16.742283 57.516017, 16.689033 57.550667, 16.653317 57.566417, 16.653267 57.566528, 16.653340 57.566502, 16.653367 57.566400, 16.757933 57.672017, 16.730950 57.730650, 16.809083 57.786783, 16.818692 57.845902, 16.819717 57.925917, 16.815297 58.008368, 16.866183 58.088483, 16.882047 58.153205, 16.839495 58.139353, 16.839567 58.139350, 16.839567 58.139350, 16.839428 58.139308, 16.838900 58.138850, 16.838900 58.138867, 16.838883 58.138867, 16.838883 58.138867, 16.838898 58.138915, 16.896167 58.161417, 16.899117 58.221617, 16.935200 58.286283, 16.983317 58.340367, 16.959445 58.387298, 16.897750 58.410867, 16.925100 58.405700, 16.915483 58.403167, 16.915633 58.402817, 16.915700 58.402833, 16.915550 58.402800, 16.915517 58.402817, 16.915533 58.402817, 16.915767 58.402867, 16.915700 58.402850, 16.915717 58.402850, 16.915700 58.402867, 16.915683 58.402833, 16.915717 58.402850, 16.915750 58.402850, 16.915817 58.402867, 16.915817 58.402867, 16.915817 58.402867, 16.915783 58.402867, 16.915800 58.402850, 16.915817 58.402867, 16.915083 58.403333, 16.959633 58.467933, 17.004530 58.533380, 17.075515 58.593738, 17.116600 58.658383, 17.103600 58.662583, 17.386133 58.634017, 17.565333 58.636983, 17.719292 58.674192, 17.804333 58.740383, 17.738967 58.822017, 17.716050 58.911250, 17.717517 59.004150, 17.673617 59.095800, 17.662050 59.175917, 18.092850 59.326067, 18.092850 59.326067, 18.092867 59.326050, 18.092850 59.326083, 18.092867 59.326083, 18.092850 59.326083, 18.092867 59.326067, 18.092850 59.326067, 18.092867 59.326050, 18.202483 59.333517, 18.307900 59.367867, 18.345033 59.418083, 18.473983 59.422467, 18.599430 59.395885, 18.632117 59.399183, 18.632218 59.399212, 18.632250 59.399200, 18.632200 59.399217, 18.632150 59.399183, 18.632167 59.399200, 18.632183 59.399183, 18.631983 59.399200, 18.632017 59.399150, 18.632033 59.399133, 18.632050 59.399167, 18.632067 59.399167, 18.632117 59.399183, 18.632200 59.399167, 18.632217 59.399217, 18.632150 59.399200, 18.632033 59.399167, 18.632183 59.399200, 18.649950 59.384517, 18.768667 59.360683, 18.756550 59.304000, 18.668550 59.253117, 18.598633 59.199367, 18.506750 59.137717, 18.390817 59.088530, 18.270150 59.024300, 18.148617 58.947017, 18.023650 58.871883, 17.955967 58.785100, 17.775833 58.702467, 17.583173 58.729223, 17.513265 58.751232, 17.513725 58.753527, 17.513750 58.753567, 17.513650 58.753550, 17.513517 58.753500, 17.513500 58.753467, 17.513633 58.753267, 17.513417 58.753450, 17.513400 58.753383, 17.513383 58.753383, 17.513383 58.753417, 17.513550 58.753467, 17.513800 58.753567, 17.513550 58.753183, 17.513567 58.753167, 17.513533 58.753117, 17.512982 58.753585, 17.575633 58.731017, 17.675633 58.700283, 17.638567 58.651000, 17.476598 58.630123, 17.280000 58.610267, 17.081392 58.623305, 16.937383 58.593083, 16.887150 58.527167, 16.943850 58.488733, 16.943750 58.488717, 9.778500 54.849317, 9.680113 54.839035, 9.626150 54.878850, 9.487667 54.841400, 9.436650 54.789583, 9.451467 54.813550, 9.539200 54.853567, 9.625583 54.857367, 9.776317 54.836883, 9.857352 54.889043, 9.935367 54.883450, 9.935417 54.883417, 9.935383 54.883433, 9.935367 54.883333, 9.935383 54.883350, 9.935333 54.883300, 9.935317 54.883300, 9.934467 54.883500, 9.934450 54.883517, 9.884083 54.895650, 9.895167 54.846345, 10.003600 54.845967, 10.107650 54.857350, 10.174125 54.948010, 10.252660 54.992685, 10.312532 54.949220, 10.417067 54.898050, 9.938100 54.665283, 9.945100 54.673500, 10.052017 54.676283, 10.057100 54.685217, 10.026100 54.674067, 9.938072 54.665313, 9.938083 54.665217, 9.938100 54.665217, 9.938100 54.665250, 9.938150 54.665217, 10.006917 54.676617, 10.120567 54.663367, 11.190867 54.421070)	Sailing Vessel	Atlantis	SV-ATLANTIS-C1	Atlantis	2025-07-23 06:06:35.072	2025-09-02 18:39:21.801	['Air pressure (hPa)']	['Smartboatia Hub']	['registry_uri_list']	https://dn1.osbk.io/items	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/Atlantis.png
LINESTRING(-88.742100 16.800000, -87.828000 19.416100, -85.000000 13.000000, -83.033300 9.994700, -80.000000 16.000000, -74.000000 19.000000, -69.669000 18.495600, -61.841000 15.871100, -45.000000 16.000000, -28.626700 38.533900, -16.629100 28.291600, -10.000000 20.000000, -4.142700 50.370600, -2.000000 48.000000, 4.603600 52.450000, 6.000000 53.000000, 7.300000 53.700000, 7.700000 52.200000, 7.891500 54.182900, 17.000000 39.000000, 53.551100 9.993700)	Sailing Vessel	Avontuur	SV-AVONTUUR-C1	voyage15			['Air pressure (hPa)']	['Smartboatia Hub']	['registry_uri_list']		https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/Avontuur.png
LINESTRING(-8.796272 42.331572, -8.796303 42.331578, -8.796327 42.331570, -8.796327 42.331573, -8.796287 42.331560, -8.796340 42.331567, -8.796352 42.331573, -8.796332 42.331562, -8.796367 42.331570, -8.796235 42.331513, -8.796230 42.331518, -8.796138 42.331388, -8.796237 42.331477, -8.810787 42.349857, -8.850667 42.370577, -8.905258 42.363943, -8.897623 42.313483, -8.888000 42.271238, -8.860952 42.210148, -8.842562 42.174827, -8.841272 42.125620, -8.839283 42.119315, -8.839345 42.119427, -8.839325 42.119418, -8.839347 42.119413, -8.839525 42.119420, -8.839460 42.119423, -8.839560 42.119457, -8.839623 42.119403, -8.839610 42.119408, -8.839638 42.119433, -8.839640 42.119417, -8.839663 42.119393, -8.839637 42.119408, -8.839638 42.119370, -8.839442 42.119317, -8.839298 42.119245, -8.839298 42.119247, -8.839282 42.119290, -8.839295 42.119213, -8.839277 42.119230, -8.839288 42.119242, -8.839285 42.119272, -8.839278 42.119300, -8.839293 42.119262, -8.839302 42.119300, -8.839282 42.119288, -8.839282 42.119265, -8.839310 42.119268, -8.839388 42.119282, -8.839538 42.119443, -8.839578 42.119437, -8.839590 42.119418, -8.839600 42.119417, -8.839618 42.119418, -8.839598 42.119418, -8.839605 42.119433, -8.839645 42.119413, -8.839623 42.119427, -8.839662 42.119402, -8.839672 42.119397, -8.839633 42.119408, -8.839672 42.119315, -8.839430 42.119265, -8.839318 42.119278, -8.839370 42.119238, -8.839357 42.119280, -8.839275 42.119293, -8.839267 42.119352, -8.839313 42.119265, -8.882597 42.129173, -8.944565 42.100730, -8.976580 42.053453, -8.973702 41.981882, -8.958883 41.909787, -8.938980 41.820340, -8.913190 41.728488, -8.899197 41.661977, -8.892628 41.590735, -8.883108 41.510795, -8.868023 41.438570, -8.830492 41.359030, -8.774970 41.245110, -8.742682 41.184193, -8.699422 41.148393, -8.662735 41.145945, -8.662623 41.145817, -8.662742 41.145922, -8.662530 41.145837, -8.662607 41.145748, -8.662140 41.145772, -8.662032 41.145795, -8.661978 41.145733, -8.661955 41.145678, -8.662033 41.145620, -8.662300 41.145582, -8.662445 41.145635, -8.662620 41.145988, -8.662668 41.145985, -8.662542 41.146057, -8.662580 41.146023, -8.662590 41.146012, -8.662637 41.146003, -8.662400 41.145808, -8.662572 41.145940, -8.662250 41.145910, -8.662045 41.145858, -8.662072 41.145837, -8.662177 41.145777, -8.662493 41.145863, -8.662557 41.145842, -8.662570 41.145890, -8.662587 41.145853, -8.662598 41.145855, -8.662593 41.145827, -8.662582 41.145892, -8.662577 41.145902, -8.662780 41.145833, -8.662763 41.145870, -8.662608 41.145827, -8.661985 41.145720, -8.661960 41.145770, -8.662032 41.145647, -8.662088 41.145612, -8.662035 41.145653, -8.662582 41.145628, -8.662463 41.145992, -8.662612 41.145943, -8.662668 41.145898, -8.662710 41.145895, -8.662717 41.145892, -8.662760 41.145850, -8.662772 41.145885, -8.662388 41.145918, -8.662312 41.145882, -8.662363 41.145887, -8.662518 41.145932, -8.662785 41.145845, -8.662773 41.145838, -8.662767 41.145823, -8.662790 41.145857, -8.662778 41.145823, -8.662780 41.145818, -8.662737 41.145943, -8.662792 41.145853, -8.662775 41.145825, -8.662593 41.145722, -8.678692 41.143612, -8.709172 41.075830, -8.739342 40.994122, -8.779620 40.854587, -8.833888 40.710592, -8.879853 40.505892, -8.896965 40.470073, -8.904377 40.430922, -8.910522 40.391213, -8.921287 40.335485, -8.935987 40.274603, -8.948265 40.220085, -8.962373 40.163387, -8.978858 40.101023, -9.022373 39.941720, -9.038363 39.889625, -9.054218 39.832428, -9.070658 39.773745, -9.076633 39.713475, -9.086665 39.649370, -9.078632 39.591642, -9.072398 39.585068, -9.072397 39.585070, -9.072402 39.585097, -9.072405 39.585062, -9.072415 39.585075, -9.072418 39.585068, -9.072408 39.585073, -9.072427 39.585067, -9.072403 39.585087, -9.072408 39.585075, -9.072413 39.585085, -9.072398 39.585078, -9.072402 39.585090, -9.072407 39.585075, -9.072400 39.585107, -9.072400 39.585078, -9.072407 39.585092, -9.072412 39.585102, -9.072408 39.585072, -9.072413 39.585067, -9.072395 39.585055, -9.072403 39.585062, -9.072403 39.585068, -9.072403 39.585060, -9.072410 39.585038, -9.072402 39.585048, -9.072410 39.585048, -9.072418 39.585063, -9.072425 39.585058, -9.072407 39.585060, -9.072393 39.585062, -9.072418 39.585068, -9.072417 39.585055, -9.072427 39.585060, -9.072402 39.585052, -9.072407 39.585072, -9.072423 39.585078, -9.072403 39.585073, -9.072407 39.585082, -9.072420 39.585038, -9.072402 39.585085, -9.072393 39.585063, -9.072417 39.585072, -9.072405 39.585078, -9.072392 39.585057, -9.072417 39.585077, -9.072417 39.585065, -9.072392 39.585077, -9.072410 39.585077, -9.072417 39.585037, -9.072412 39.585062, -9.072417 39.585073, -9.072407 39.585072, -9.072418 39.585057, -9.072413 39.585068, -9.072413 39.585087, -9.072408 39.585083, -9.072410 39.585072, -9.072423 39.585087, -9.072392 39.585087, -9.072430 39.585082, -9.072413 39.585072, -9.072408 39.585057, -9.072413 39.585080, -9.072405 39.585112, -9.072402 39.585095, -9.072400 39.585092, -9.072395 39.585085, -9.072412 39.585078, -9.072380 39.585108, -9.072405 39.585082, -9.072418 39.585065, -9.072375 39.585097, -9.072385 39.585072, -9.072400 39.585055, -9.147690 39.578823, -9.249815 39.545682, -9.364392 39.498338, -9.406382 39.415080, -9.445310 39.349585, -9.518667 39.258988, -9.504675 39.023303, -9.532800 38.783748, -9.488808 38.705582, -9.415743 38.688912, -9.410223 38.698490, -9.410592 38.698257, -9.410448 38.698250, -9.410488 38.698287, -9.410363 38.698572, -9.410375 38.698548, -9.410382 38.698535, -9.410577 38.698467, -9.410602 38.698467, -9.410575 38.698458, -9.410478 38.698552, -9.410492 38.698540, -9.410487 38.698563, -9.410460 38.698562, -9.410447 38.698555, -9.409898 38.698863, -9.409915 38.698833, -9.409912 38.698848, -9.409817 38.698895, -9.409833 38.698898, -9.409910 38.698848, -9.409762 38.698923, -9.409670 38.698945, -9.409643 38.698933, -9.409567 38.698885, -9.409542 38.698762, -9.409550 38.698793, -9.409602 38.698708, -9.409707 38.698692, -9.409652 38.698667, -9.409758 38.698665, -9.409768 38.698608, -9.409820 38.698842, -9.409818 38.698845, -9.409858 38.698832, -9.409840 38.698848, -9.409840 38.698730, -9.409793 38.698835, -9.409933 38.698807, -9.409872 38.698727, -9.393897 38.692902, -9.315968 38.675703, -9.317222 38.676455, -9.317738 38.677045, -9.317752 38.677040, -9.317757 38.677047, -9.317737 38.677048, -9.317722 38.677037, -9.317745 38.677040, -9.317730 38.677073, -9.317732 38.677050, -9.317740 38.677067, -9.317732 38.677085, -9.317667 38.677060, -9.317755 38.677060, -9.317743 38.677080, -9.317735 38.677055, -9.317727 38.677055, -9.317713 38.677048, -9.317728 38.677083, -9.317732 38.677078, -9.317740 38.677068, -9.317745 38.677068, -9.317725 38.677065, -9.317743 38.677063, -9.317750 38.677070, -9.317727 38.677077, -9.317723 38.677072, -9.317738 38.677073, -9.317730 38.677038, -9.317725 38.677042, -9.317722 38.677042, -9.317760 38.677040, -9.317730 38.677047, -9.317732 38.677042, -9.317753 38.677040, -9.317727 38.677033, -9.317745 38.677047, -9.317752 38.677043, -9.317740 38.677062, -9.317743 38.677065, -9.317707 38.677045, -9.317767 38.677043, -9.317733 38.677052, -9.317743 38.677058, -9.317700 38.677040, -9.317713 38.677050, -9.317723 38.677073, -9.317717 38.677060, -9.317722 38.677050, -9.317725 38.677070, -9.317737 38.677063, -9.317737 38.677070, -9.317732 38.677075, -9.317708 38.677080, -9.317700 38.677073, -9.317732 38.677057, -9.317722 38.677058, -9.317750 38.677057, -9.317743 38.677032, -9.317747 38.677035, -9.317742 38.677033, -9.306193 38.632757, -8.524308 37.111597, -8.524377 37.111585, -8.524345 37.111602, -8.524288 37.111597, -8.524352 37.111520, -8.524317 37.111587, -8.524308 37.111573, -8.524318 37.111528, -8.524292 37.111473, -8.524340 37.111403, -8.524335 37.111410, -8.524315 37.111380, -8.524298 37.111402, -8.524252 37.111388, -8.524292 37.111400, -8.524287 37.111402, -8.524348 37.111412, -8.524218 37.111383, -8.524383 37.111440, -8.524445 37.111513, -8.524425 37.111577, -8.524343 37.111593, -8.524377 37.111608, -8.524363 37.111600, -8.524373 37.111585, -8.524220 37.111615, -8.524028 37.111513, -8.524023 37.111478, -8.524020 37.111565, -8.524040 37.111630, -8.524040 37.111608, -8.523948 37.111422, -8.524035 37.111378, -8.524062 37.111338, -8.524243 37.111410, -8.524252 37.111445, -8.524273 37.111432, -8.523932 37.111535, -8.523915 37.111475, -8.523943 37.111425, -8.523957 37.111430, -8.523975 37.111375, -8.523932 37.111433, -8.523967 37.111378, -8.523943 37.111412, -8.523955 37.111375, -8.523872 37.111410, -8.523860 37.111513, -8.523943 37.111593, -8.524028 37.111640, -8.524015 37.111655, -7.944107 37.021265, -7.944125 37.021327, -7.944113 37.021312, -7.944172 37.021305, -7.944137 37.021290, -7.944140 37.021288, -7.944123 37.021282, -7.944127 37.021332, -7.944125 37.021293, -7.944135 37.021315, -7.944173 37.021313, -7.944145 37.021313, -7.944128 37.021317, -7.944115 37.021317, -7.944130 37.021303, -7.944132 37.021305, -7.944162 37.021310, -7.944113 37.021300, -7.944133 37.021282, -7.944175 37.021270, -7.944117 37.021315, -7.944120 37.021262, -7.944117 37.021310, -7.944103 37.021313, -7.944138 37.021323, -7.944115 37.021298, -7.944110 37.021273, -7.944133 37.021318, -7.944152 37.021307, -7.944117 37.021320, -7.944123 37.021330, -7.944118 37.021313, -7.944117 37.021272, -7.944098 37.021323, -7.944107 37.021292, -7.944088 37.021310, -7.944083 37.021340, -7.944100 37.021298, -7.944123 37.021330, -7.944080 37.021330, -7.944118 37.021330, -7.944112 37.021335, -7.944068 37.021317, -7.944125 37.021288, -7.944133 37.021320, -7.944118 37.021300, -7.944087 37.021248, -7.944117 37.021287, -7.944133 37.021303, -7.944092 37.021318, -7.944128 37.021337, -7.944098 37.021335, -7.944102 37.021300, -7.944102 37.021297, -7.944110 37.021300, -7.944153 37.021303, -7.944138 37.021312, -7.944170 37.021320, -7.944115 37.021332, -7.944135 37.021297, -7.944123 37.021350, -7.944158 37.021368, -7.944090 37.021350, -7.944135 37.021325, -7.944125 37.021328, -7.944100 37.021310, -7.944083 37.021347, -7.944102 37.021338, -7.944142 37.021327, -7.944132 37.021300, -7.944100 37.021298, -7.944120 37.021310, -7.944127 37.021300, -7.944140 37.021300, -7.944142 37.021300, -7.944168 37.021267, -7.944147 37.021278, -7.944177 37.021318, -7.944123 37.021328, -7.944123 37.021322, -7.944145 37.021318, -7.944123 37.021318, -7.944140 37.021333, -7.944123 37.021315, -7.944180 37.021343, -7.944097 37.021335, -7.944128 37.021323, -7.944107 37.021298, -7.944118 37.021317, -7.944117 37.021305, -7.944117 37.021303, -7.944118 37.021312, -7.944123 37.021300, -7.944098 37.021320, -7.944102 37.021300, -7.944090 37.021317, -7.944103 37.021290, -7.944095 37.021297, -7.944090 37.021302, -7.944150 37.021257, -7.944118 37.021303, -7.944135 37.021315, -7.944117 37.021332, -7.944130 37.021288, -7.944103 37.021343, -7.944123 37.021283, -7.944135 37.021310, -7.944135 37.021338, -7.944120 37.021267, -7.944135 37.021328, -7.944113 37.021340, -7.944143 37.021335, -7.944145 37.021318, -7.944120 37.021360, -7.944125 37.021330, -7.944117 37.021322, -7.944138 37.021300, -7.944142 37.021320, -7.944087 37.021317, -7.944093 37.021308, -7.944118 37.021340, -7.944095 37.021320, -7.944128 37.021297, -7.944107 37.021318, -7.944137 37.021290, -7.944078 37.021268, -7.944120 37.021298, -7.944118 37.021303, -7.944125 37.021295, -7.944137 37.021330, -7.944140 37.021317, -7.944067 37.021353, -7.944118 37.021290, -7.944135 37.021335, -7.944117 37.021323, -7.944125 37.021350, -7.944112 37.021328, -7.944120 37.021435, -7.944143 37.021340, -7.944115 37.021330, -7.944090 37.021370, -7.944130 37.021357, -7.944105 37.021315, -7.944145 37.021313, -7.944080 37.021323, -7.944095 37.021308, -7.944082 37.021318, -7.944107 37.021315, -7.944122 37.021297, -7.944095 37.021323, -7.944077 37.021315, -7.944123 37.021273, -7.944095 37.021282, -7.944110 37.021277, -7.944137 37.021258, -7.944128 37.021295, -7.944115 37.021293, -7.944112 37.021305, -7.944092 37.021318, -7.944108 37.021303, -7.944127 37.021270, -7.944140 37.021268, -7.944157 37.021288, -7.944178 37.021337, -7.944105 37.021320, -7.944142 37.021298, -7.944130 37.021338, -7.944123 37.021320, -7.944172 37.021310, -7.944117 37.021330, -7.944108 37.021345, -7.944130 37.021310, -7.944117 37.021318, -7.944070 37.021318, -7.944097 37.021333, -7.944100 37.021328, -7.944103 37.021313, -7.944115 37.021317, -7.944113 37.021317, -7.944137 37.021302, -7.944108 37.021302, -7.944137 37.021288, -7.944178 37.021335, -7.944118 37.021297, -7.944120 37.021302, -7.944105 37.021288, -7.944103 37.021298, -7.944123 37.021323, -7.944130 37.021308, -7.944100 37.021315, -7.944127 37.021320, -7.944148 37.021293, -7.944183 37.021323, -7.944143 37.021315, -7.944122 37.021380, -7.944123 37.021338, -7.944117 37.021335, -7.944120 37.021345, -7.944117 37.021365, -7.944075 37.021317, -7.944183 37.021313, -7.944113 37.021373, -7.944120 37.021340, -7.944103 37.021320, -7.944117 37.021355, -7.944107 37.021370, -7.944128 37.021332, -7.944138 37.021325, -7.944117 37.021310, -7.944148 37.021315, -7.944122 37.021283, -7.944130 37.021315, -7.944118 37.021277, -7.944162 37.021288, -7.944098 37.021285, -7.944165 37.021272, -7.944110 37.021312, -7.944110 37.021308, -7.944108 37.021315, -7.944120 37.021333, -7.944093 37.021320, -7.944135 37.021330, -7.944148 37.021287, -7.944123 37.021348, -7.944105 37.021343, -7.944135 37.021318, -7.944135 37.021338, -7.944130 37.021393, -7.944115 37.021343, -7.944112 37.021352, -7.944143 37.021305, -7.944073 37.021300, -7.944088 37.021320, -7.944097 37.021330, -7.944090 37.021322, -7.944088 37.021318, -7.944105 37.021322, -7.944112 37.021333, -7.944097 37.021293, -7.944118 37.021270, -7.944088 37.021302, -7.944103 37.021295, -7.944137 37.021255, -7.944160 37.021275, -7.944130 37.021303, -7.944113 37.021305, -7.944132 37.021303, -7.944118 37.021300, -7.944172 37.021315, -7.944133 37.021288, -7.944138 37.021297, -7.944095 37.021282, -7.944140 37.021312, -7.944148 37.021313, -7.944138 37.021322, -7.944143 37.021302, -7.944135 37.021323, -7.944142 37.021295, -7.944095 37.021292, -7.944108 37.021328, -7.944115 37.021293, -7.944083 37.021320, -7.944120 37.021313, -7.944128 37.021288, -7.944073 37.021305, -7.944107 37.021318, -7.944110 37.021290, -7.944123 37.021303, -7.944127 37.021298)	Sailing Vessel	Boemerang	SV-BOEMERANG-C1	Boemerang	2025-07-20 00:01:20.824	2025-09-04 11:13:51.566	['Air pressure (hPa)']	['Smartboatia Hub']	['registry_uri_list']	https://dn1.osbk.io/items	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/Boemerang.png
LINESTRING(8.537500 54.717100, 7.885300 54.182500, 7.885300 54.182500, 8.280000 54.903500, 6.378300 53.668200, 4.783400 53.016500, 4.263000 52.099200, 4.263000 52.099200, 3.211400 51.481800, 3.132100 51.313600, 3.132100 51.313600, 3.630500 51.337000, 1.613900 50.726400, 1.613900 50.726400, 0.107900 49.493900, 0.107900 49.493900, -1.616400 49.639700, -1.616400 49.639700, -2.536900 49.454700, -2.536900 49.454700, -2.025700 48.649300, -2.025700 48.649300, -3.085600 48.793700, -3.085600 48.793700, -5.099100 48.460400, -5.099100 48.460400, -3.922300 47.875700, -3.922300 47.875700, -6.291400 49.921100, -6.291400 49.921100, -5.070300 50.154000, -5.070300 50.154000, -4.142700 50.375500, -4.142700 50.375500, -1.297500 50.759200, -1.297500 50.759200, -1.447000 50.727500, 3.215600 51.706600, 4.263000 52.099200, 4.263000 52.099200, 6.376900 53.668200, 7.885300 54.182500, 7.885300 54.182500, 9.143100 53.892200, 9.143100 53.892200, 10.139400 54.323300, 10.139400 54.323300, 9.439600 54.784300)	Sailing Vessel	Dagmar Aaen	SV-DAGMARAAEN-C1	OceanChangeExpedition	2025-07-21	2025-09-05	['Temperature', 'Salinity']	['CTD']	['registry_uri_list']	https://beluga.geomar.de/ocean-change-2025	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/Dagmar Aaen.png
LINESTRING(10.981833 54.378550, 10.981800 54.378533, 10.981783 54.378550, 10.981767 54.378567, 10.981867 54.378583, 10.981900 54.378567, 10.981817 54.378583, 10.981867 54.378583, 10.981850 54.378533, 10.981883 54.378550, 10.981833 54.378517, 10.981750 54.378517, 10.981867 54.378567, 10.981800 54.378567, 10.981900 54.378483, 10.981833 54.378517, 10.981900 54.378517, 10.981883 54.378533, 10.981867 54.378600, 10.981800 54.378567, 10.981850 54.378583, 10.981833 54.378600, 10.981783 54.378600, 10.981867 54.378550, 10.981850 54.378550, 10.981817 54.378550, 10.981800 54.378550, 10.981867 54.378567, 10.981883 54.378567, 10.981867 54.378567, 10.981917 54.378533, 10.981767 54.378550, 10.981850 54.378533, 10.981867 54.378533, 10.981850 54.378533, 10.981850 54.378567, 10.981917 54.378550, 10.981917 54.378567, 10.981850 54.378533, 10.981850 54.378550, 10.981883 54.378583, 10.981883 54.378550, 10.981900 54.378517, 10.981867 54.378583, 10.981783 54.378550, 10.981850 54.378533, 10.981850 54.378533, 10.981833 54.378567, 10.981817 54.378550, 10.981817 54.378567, 10.981850 54.378533, 10.981850 54.378583, 10.981800 54.378567, 10.981883 54.378550, 10.981850 54.378550, 10.981883 54.378517, 10.981883 54.378550, 10.981817 54.378567, 10.981950 54.378533, 10.981817 54.378583, 10.981900 54.378550, 10.981817 54.378567, 10.981817 54.378550, 10.981817 54.378550, 10.981883 54.378533, 10.981833 54.378550, 10.981850 54.378600, 10.981817 54.378583, 10.981867 54.378550, 10.981833 54.378550, 10.981850 54.378567, 10.981750 54.378583, 10.981817 54.378567, 10.981867 54.378567, 10.981817 54.378567, 10.981900 54.378533, 10.981883 54.378567, 10.981833 54.378533, 10.981800 54.378567, 10.981833 54.378600, 10.981783 54.378517, 10.981817 54.378517, 10.981817 54.378533, 10.981850 54.378567, 10.981883 54.378550, 10.981833 54.378550, 10.981867 54.378567, 10.981833 54.378533, 10.981817 54.378533, 10.981850 54.378550, 10.981850 54.378533, 10.981850 54.378550, 10.981850 54.378583, 10.981867 54.378583, 10.981833 54.378567, 10.981817 54.378550, 10.981850 54.378533, 10.981833 54.378550, 10.981867 54.378550, 10.981867 54.378550, 10.981850 54.378550, 10.981883 54.378550, 10.981867 54.378533, 10.981850 54.378550, 10.981800 54.378617, 10.981833 54.378583, 10.981867 54.378567, 10.981817 54.378567, 10.981800 54.378567, 10.981867 54.378550, 10.981900 54.378567, 10.981867 54.378550, 10.981833 54.378550, 10.981900 54.378567, 10.981867 54.378550, 10.981850 54.378567, 10.981800 54.378517, 10.981850 54.378567)	Sailing Vessel	Decibel	SV-DECIBEL-C1	Decibel	2025-07-26 15:43:21.423	2025-08-24 15:01:36.907	['Air pressure (hPa)']	['Smartboatia Hub']	['registry_uri_list']	https://dn1.osbk.io/items	https://raw.githubusercontent.com/mopyn/SOOP-Data-Portal/main/images/Decibel.png
